id,text,greetings,goodbye_prompt,change_nib_or_iban,request_parking_lot,request_office_table_office,request_time_off,nothing_related
1153,"Can you help me secure a spot in the Funchal office, specifically in room C1, on January 9th, 2023?",False,False,False,False,True,False,False
1154,Could you please arrange a parking space for me in the Lisbon office park r1 on 6-13-2023?,False,False,False,True,False,False,False
1155,"Just passing by to say hi and see how you're doing, no particular topic in mind.",False,False,False,False,False,False,True
1156,Can you help me reserve a parking spot in the Lisbon office park b1 on 7-03-2023?,False,False,False,True,False,False,False
1157,"No specific agenda for the conversation, happy to listen and engage.",False,False,False,False,False,False,True
1158,"I need to arrange a parking space in the BraganÃ§a office park f1 for 8-19-2023, can you assist me?",False,False,False,True,False,False,False
1159,I would like to request time off from 31-05-2023 to 4-06-2023.,False,False,False,False,False,True,False
1160,"Can you help me secure a spot in the Funchal office, specifically in room C1, on January 7th, 2023?",False,False,False,False,True,False,False
1161,"I would like to reserve a parking spot in the Porto office park r2 for 7-12-2023, can you assist me?",False,False,False,True,False,False,False
1162,"I need to make a reservation for the Viana do Castelo office, the room b2 on April 21st, 2023.",False,False,False,False,True,False,False
1163,"In one word, describe the main message or theme of your favorite movie.",False,False,False,False,False,False,True
1164,"Take care, my ally. Goodbye and may happiness be your guide.",False,True,False,False,False,False,False
1165,"With a sense of awe, the travelers admired the majestic mountains in the distance.",False,False,False,False,True,False,False
1166,I need to request time off on 23-06-2023 and 24-06-2023.,False,False,False,False,False,True,False
1167,"Hi there, my dear advocate for justice! How have you been promoting equality?",True,False,False,False,False,False,False
1168,I need to request time off on 22-03-2024 and 23-03-2024.,False,False,False,False,False,True,False
1169,Could you please reserve a parking spot for me in the BraganÃ§a office park b1 on 4-09-2023?,False,False,False,True,False,False,False
1170,"Can you help me reserve a place in the Coimbra office, in the room c1 for the dates of 29-09-2023?",False,False,False,False,True,False,False
1171,The intricate patterns on the ancient tapestry told a story of a long-forgotten civilization.,False,False,False,False,True,False,False
1172,"Goodbye, sweet soul!",False,True,False,False,False,False,False
1173,"Can you book me a place in the Faro office, specifically in room C1, for September 3rd, 2023?",False,False,False,False,True,False,False
1174,Could you please book a parking space for me in the Faro office park l1 on 6-12-2023?,False,False,False,True,False,False,False
1175,"I need to book a parking lot in the Lisbon office park l1 for 9-04-2023, can you assist me?",False,False,False,True,False,False,False
1176,I need to request time off on 18th May 2023.,False,False,False,False,False,True,False
1177,"No particular preferences for the direction, finding joy in every turn.",False,False,False,False,False,False,True
1178,My Workday NIB needs to be updated to PT50124388592244926879273.,False,False,True,False,False,False,False
1179,"I need to book a parking lot in the Vila Real office park l2 for 4-06-2023, can you assist me?",False,False,False,True,False,False,False
1180,"Good vibes and greetings to you, my fellow adventure seeker!",True,False,False,False,False,False,False
1181,I need to request time off on 12-04-2024 and 13-04-2024.,False,False,False,False,False,True,False
1182,"I'm interested in booking the Vila Real office, specifically in room C1, for the weekend of October 12th to 13th, 2023. Can you help me with that?",False,False,False,False,True,False,False
1183,I would like to request time off on 23-11-2023.,False,False,False,False,False,True,False
1184,Greetings! I hope you find moments of peace and tranquility today.,True,False,False,False,False,False,False
1185,I want to substitute my Workday IBAN with PT50126655933148837573516.,False,False,True,False,False,False,False
1186,I wish to alter my Workday IBAN to PT50831564180747039478755.,False,False,True,False,False,False,False
1187,Wishing you success and happiness. Goodbye for now!,False,True,False,False,False,False,False
1188,Hi! I've missed talking to you. What's new in your world?,True,False,False,False,False,False,False
1189,The bustling city streets were filled with people from all walks of life.,False,False,False,False,True,False,False
1190,My Workday NIB needs to be updated to PT50444836675166267587860.,False,False,True,False,False,False,False
1191,"If you had to summarize your favorite song in just three words, what would they be?",False,False,False,False,False,False,True
1192,Can you help me book a parking lot in the Coimbra office park r2 on 4-16-2023?,False,False,False,True,False,False,False
1193,"If you could invent a completely useless gadget, what would it do?",False,False,False,False,False,False,True
1194,"I need to make a reservation for the Braga office, specifically in room A1, on October 1st, 2023.",False,False,False,False,True,False,False
1195,My Workday IBAN needs to be changed to PT50464894231789126643489.,False,False,True,False,False,False,False
1196,"Hi there, my fellow advocate for equality! How have you been promoting inclusivity?",True,False,False,False,False,False,False
1197,Aloha! Welcome to the tropical paradise!,True,False,False,False,False,False,False
1198,"Just wanted to say hello and have a pleasant conversation, no specific topics in mind.",False,False,False,False,False,False,True
1199,"I'm interested in booking the Ã‰vora office, specifically in room A2, for December 3rd, 2023. Can you help me with that?",False,False,False,False,True,False,False
1200,"The flickering fireflies illuminated the night, creating a magical scene in the garden.",False,False,False,False,True,False,False
1201,"To change my IBAN in Workday, I want to set it to PT50567890123456789012345.",False,False,True,False,False,False,False
1202,Can you help me book a parking lot in the Coimbra office park l2 on 5-06-2023?,False,False,False,True,False,False,False
1203,"To update my Workday IBAN, I need to modify it to PT50646915031715223830901.",False,False,True,False,False,False,False
1204,I want to replace my Workday IBAN with PT50794261228358130096105.,False,False,True,False,False,False,False
1205,I need to change the NIB in Workday to PT50444807864282236697530.,False,False,True,False,False,False,False
1206,I need to arrange a parking space in the Lisbon office park r1 for 4-30-2023. Can you assist me?,False,False,False,True,False,False,False
1207,I would like to reserve a parking spot in the Porto office park l1 for 4-17-2023. Can you assist me?,False,False,False,True,False,False,False
1208,"Good to see you, my friend. How's the world been treating you?",True,False,False,False,False,False,False
1209,"No specific tasks or objectives, just going with the flow.",False,False,False,False,False,False,True
1210,I require my Workday IBAN to be changed to PT50122985924647378228036.,False,False,True,False,False,False,False
1211,Can you please arrange a parking spot for me in the Braga office park f2 on 9-07-2023?,False,False,False,True,False,False,False
1212,"I need to book a place in the SetÃºbal office, specifically in room C2, for the dates of December 22nd, 2023.",False,False,False,False,True,False,False
1213,Wishing you a life filled with laughter and love!,False,True,False,False,False,False,False
1214,I need to arrange a parking space in the Lisbon office park f1 for 6-19-2023. Can you assist me?,False,False,False,True,False,False,False
1215,"Hey, stranger!",True,False,False,False,False,False,False
1216,"No specific attachments to outcomes, finding peace in detachment.",False,False,False,False,False,False,True
1217,Long time no see!,True,False,False,False,False,False,False
1218,"Goodbye, and keep dreaming big!",False,True,False,False,False,False,False
1219,Hi! Remember to take time for the things that bring you happiness.,True,False,False,False,False,False,False
1220,See you soon!,False,True,False,False,False,False,False
1221,"With a gentle touch, the artist sculpted a beautiful figure from a block of marble.",False,False,False,False,True,False,False
1222,"Farewell, my trusted companion. Until we reunite.",False,True,False,False,False,False,False
1223,"I would like to reserve a parking spot in the Vila Real office park b1 for 4-19-2023, can you help me with that?",False,False,False,True,False,False,False
1224,"I'm interested in reserving the SantarÃ©m office, specifically in room A1, for December 31st, 2023, to January 1st, 2024. Can you help me with that?",False,False,False,False,True,False,False
1225,"To update my NIB in Workday, I want to set it to PT50619175102246257007159.",False,False,True,False,False,False,False
1226,I would like to request time off on 15-09-2023 and 16-09-2023.,False,False,False,False,False,True,False
1227,"To change my Workday NIB, I want to set it to PT50773224875430788310714.",False,False,True,False,False,False,False
1228,"To update my Workday NIB, I need to set it to PT50372297128543899493299.",False,False,True,False,False,False,False
1229,Can you help me book a parking lot in the Coimbra office park f2 on 7-16-2023?,False,False,False,True,False,False,False
1230,"Could you please arrange a parking space for me in the Algarve office park f2, on 5-20-2023?",False,False,False,True,False,False,False
1231,My NIB in Workday must be changed to PT50918186381213672887830.,False,False,True,False,False,False,False
1232,"I'm looking to book an office in Porto, preferably in room C2, from September 17th to 20th.",False,False,False,False,True,False,False
1233,Wishing you success and fulfillment on your journey. Farewell!,False,True,False,False,False,False,False
1234,"Not seeking any specific adventures or escapades, finding joy in the ordinary.",False,False,False,False,False,False,True
1235,Hey! I just wanted to say you're awesome and I appreciate you.,True,False,False,False,False,False,False
1236,How's the pursuit of dreams?,True,False,False,False,False,False,False
1237,"I need to book a parking lot in the Lisbon office park b2 for 5-03-2023, can you assist me?",False,False,False,True,False,False,False
1238,I would like to request time off on 27-07-2023.,False,False,False,False,False,True,False
1239,"Could you assist me in reserving a spot in the SetÃºbal office, particularly in room C2, from June 17th to 21st, 2023?",False,False,False,False,True,False,False
1240,Can you help me book a parking lot in the Coimbra office park l1 on 7-06-2023?,False,False,False,True,False,False,False
1241,"Well, hello there, hot stuff!",True,False,False,False,False,False,False
1242,I need to request time off from 3-04-2024 to 7-04-2024.,False,False,False,False,False,True,False
1243,"No specific requests or demands, simply here to engage and connect.",False,False,False,False,False,False,True
1244,The soft glow of fairy lights added to the enchanting ambiance of the garden party.,False,False,False,False,True,False,False
1245,"Not seeking any specific resolutions, finding peace in acceptance.",False,False,False,False,False,False,True
1246,"I need to book a parking lot in the Lisbon office park b1 for 8-17-2023, can you assist me?",False,False,False,True,False,False,False
1247,I wish to alter my Workday NIB to PT50968102706701723848613.,False,False,True,False,False,False,False
1248,I need to set my NIB in Workday to PT50480261940764588858835.,False,False,True,False,False,False,False
1249,"I need to make a reservation for the Braga office, in the room a1 on January 1st, 2023.",False,False,False,False,True,False,False
1250,I wish to replace the NIB in Workday with PT50395109825391200357439.,False,False,True,False,False,False,False
1251,"Take care, and be kind to yourself!",False,True,False,False,False,False,False
1252,The scent of a pine forest surrounded the hiker as they explored the nature trail.,False,False,False,False,True,False,False
1253,"Hey, visionary! What innovative ideas have been brewing in your mind?",True,False,False,False,False,False,False
1254,"Take care, and remember to laugh!",False,True,False,False,False,False,False
1255,Have a great day!,False,True,False,False,False,False,False
1256,"Not seeking any specific plans or agendas, finding fulfillment in spontaneity.",False,False,False,False,False,False,True
1257,"I need to book a parking lot in the Lisbon office park b2 for 5-27-2023, can you assist me?",False,False,False,True,False,False,False
1258,The aroma of freshly brewed coffee enticed passersby to the cafÃ© on a chilly morning.,False,False,False,False,True,False,False
1259,I need to request time off on 12th May 2023 and 13th May 2023.,False,False,False,False,False,True,False
1260,The rhythmic sound of horse hooves echoed through the countryside during a leisurely ride.,False,False,False,False,True,False,False
1261,"Hi there, my fellow science enthusiast! What fascinating discoveries have you encountered?",True,False,False,False,False,False,False
1262,My Workday NIB needs to be modified to PT50021241072613438098296.,False,False,True,False,False,False,False
1263,"To change my Workday NIB, I want to set it to PT50446462538828760896267",False,False,True,False,False,False,False
1264,"To update my NIB in Workday, I want to replace it with PT50609648574103691095900",False,False,True,False,False,False,False
1265,"Hey, stranger! Long time no see. How have you been?",True,False,False,False,False,False,False
1266,"Not seeking any specific solutions or answers, finding peace in the unknown.",False,False,False,False,False,False,True
1267,"Greetings and salutations, my friend!",True,False,False,False,False,False,False
1268,"Hasta la vista, baby! Stay awesome.",False,True,False,False,False,False,False
1269,Until we rendezvous again!,False,True,False,False,False,False,False
1270,I would like to request time off from 27-12-2023 to 31-12-2023.,False,False,False,False,False,True,False
1271,I need to request time off from 8-05-2024 to 12-05-2024.,False,False,False,False,False,True,False
1272,"Just taking a moment to appreciate the present, no need for anything more.",False,False,False,False,False,False,True
1273,"Greetings, my fellow advocate for mental well-being! How have you been prioritizing self-care?",True,False,False,False,False,False,False
1274,"Hey, my fellow advocate for change! How have you been making a difference?",True,False,False,False,False,False,False
1275,The scent of a pine forest filled the air as the hiker explored the mountain trail.,False,False,False,False,True,False,False
1276,"Not looking for anything in particular, simply enjoying the conversation.",False,False,False,False,False,False,True
1277,The enthusiastic cheers of the crowd filled the stadium during the thrilling sports event.,False,False,False,False,True,False,False
1278,My NIB in Workday requires a change to PT50716371037123266281513.,False,False,True,False,False,False,False
1279,Could you please arrange a parking space for me in the BraganÃ§a office park l2 on 7-29-2023?,False,False,False,True,False,False,False
1280,"Hey, it's so nice to see you today!",True,False,False,False,False,False,False
1281,I wish to change my Workday IBAN to PT50123456789012345678901.,False,False,True,False,False,False,False
1282,"I'm looking to book a place in the Ã‰vora office, the room c1, for the dates of 22-12-2023. Can you help me with that?",False,False,False,False,True,False,False
1283,I need to request time off from 17-05-2023 to 21-05-2023.,False,False,False,False,False,True,False
1284,"If you were a character in a video game, what would be your special ability and what would your character look like?",False,False,False,False,False,False,True
1285,"The ocean waves crashed against the rocky shore, creating a mesmerizing rhythm.",False,False,False,False,True,False,False
1286,"Hello, my dear friend! How have you been?",True,False,False,False,False,False,False
1287,I need to request time off from 28-02-2024 to 3-03-2024.,False,False,False,False,False,True,False
1288,Good morning! Embrace the day with a positive mindset and conquer it.,True,False,False,False,False,False,False
1289,"Hello! You're capable of achieving great things, so keep pushing forward.",True,False,False,False,False,False,False
1290,Hello! I hope this message finds you in good spirits.,True,False,False,False,False,False,False
1291,Hi! Keep being true to yourself and embracing your uniqueness.,True,False,False,False,False,False,False
1292,"No specific goals or objectives at the moment, simply embracing the present.",False,False,False,False,False,False,True
1293,"I would like to reserve a parking spot in the BraganÃ§a office park r1 for 9-02-2023, can you help me with that?",False,False,False,True,False,False,False
1294,I need to request time off from 14-06-2023 to 18-06-2023.,False,False,False,False,False,True,False
1295,I need to request time off on 3/6/2023.,False,False,False,False,False,True,False
1296,Can you help me reserve a parking spot in the BraganÃ§a office park f1 on 7-09-2023?,False,False,False,True,False,False,False
1297,"Just enjoying the rhythm and flow of the day, no need for rigid schedules.",False,False,False,False,False,False,True
1298,I need to request time off from 21-02-2024 to 25-02-2024.,False,False,False,False,False,True,False
1299,I wish to alter my Workday IBAN to PT50644549981518984089095.,False,False,True,False,False,False,False
1300,Hello! Just wanted to reach out and say you're doing great!,True,False,False,False,False,False,False
1301,Hi there! I'm grateful to have you in my life. Have a wonderful day!,True,False,False,False,False,False,False
1302,"No specific expectations for the day, finding beauty in the unexpected.",False,False,False,False,False,False,True
1303,"I would like to request time off from the 3rd of June to the 20th of June, 2023.",False,False,False,False,False,True,False
1304,I need to request time off on 5-07-2024 and 6-07-2024.,False,False,False,False,False,True,False
1305,I need to request time off from 14-08-2024 to 18-08-2024.,False,False,False,False,False,True,False
1306,See you on the other side of the rainbow!,False,True,False,False,False,False,False
1307,Can you help me reserve a parking spot in the Lisbon office park r1 on 6-21-2023?,False,False,False,True,False,False,False
1308,"It's time to bid adieu, but our bond remains unbroken.",False,True,False,False,False,False,False
1309,The intricate architecture of the ancient castle stood as a testament to its rich history.,False,False,False,False,True,False,False
1310,I need to arrange a parking space in the Lisbon office park l1 for 4-05-2023. Can you assist me?,False,False,False,True,False,False,False
1311,"If you could have any animal as a sidekick, which animal would you choose and why?",False,False,False,False,False,False,True
1312,Can you please arrange a parking spot for me in the Braga office park b2 on 8-03-2023?,False,False,False,True,False,False,False
1313,My Workday NIB needs to be replaced with PT50591767383824056732283,False,False,True,False,False,False,False
1314,I want to substitute my Workday NIB with PT50087433669392393842445,False,False,True,False,False,False,False
1315,"I need to arrange a parking space in the Lisbon office park f1 for 6-04-2023, can you assist me?",False,False,False,True,False,False,False
1316,Wishing you boundless courage and strength!,False,True,False,False,False,False,False
1317,My Workday IBAN needs to be changed to PT50162836721567350985217.,False,False,True,False,False,False,False
1318,"I'm interested in booking the Ã‰vora office, specifically in room A2, for October 31st, 2023. Can you help me with that?",False,False,False,False,True,False,False
1319,Hello! Wishing you a day filled with laughter and joy.,True,False,False,False,False,False,False
1320,"I need to reserve a parking spot in the Vila Real office park l1, for 5-07-2023, can you assist me?",False,False,False,True,False,False,False
1321,My NIB in Workday must be modified to PT50365429974351794456460,False,False,True,False,False,False,False
1322,What's new?,True,False,False,False,False,False,False
1323,"Can you help me secure a spot in the Funchal office, specifically in room C1, on November 21st, 2023?",False,False,False,False,True,False,False
1324,"Not seeking any specific information, just enjoying the conversation.",False,False,False,False,False,False,True
1325,I would like to request time off on 22-12-2023 and 23-12-2023.,False,False,False,False,False,True,False
1326,Good to have you here!,True,False,False,False,False,False,False
1327,"Farewell, my confidant. Until we cross paths again.",False,True,False,False,False,False,False
1328,"I'm looking to book an office in Porto, preferably in room C2, from February 24th to 26th, 2025.",False,False,False,False,True,False,False
1329,"I need to book a place in the SetÃºbal office, specifically in room C2, for the dates of December 20th, 2023.",False,False,False,False,True,False,False
1330,Sending you a virtual hug and warm greetings!,True,False,False,False,False,False,False
1331,"Could you assist me in booking the Aveiro office, the room a1 for the dates of 11-10-2023?",False,False,False,False,True,False,False
1332,The aroma of freshly cut grass filled the air as the lawn was mowed on a sunny day.,False,False,False,False,True,False,False
1333,Can you please reserve a parking spot for me in the Lisbon office park b1 on 3-20-2023?,False,False,False,True,False,False,False
1334,Could you please book a parking space for me in the Faro office park b2 on 5-18-2023?,False,False,False,True,False,False,False
1335,Toodle-oo!,False,True,False,False,False,False,False
1336,"Hola, amigo!",True,False,False,False,False,False,False
1337,"To modify my NIB in Workday, I want to set it to PT50615425519034495276647",False,False,True,False,False,False,False
1338,"To update my IBAN in Workday, I need to set it to PT50683902750230887390445.",False,False,True,False,False,False,False
1339,"I need to make a reservation for the Braga office, specifically in room A1, on December 31st, 2023.",False,False,False,False,True,False,False
1340,"To update my NIB in Workday, I need to set it to PT50188637047205419002664",False,False,True,False,False,False,False
1341,Wishing you fulfillment and joy on your journey. Farewell!,False,True,False,False,False,False,False
1342,Can you help me book a parking lot in the Coimbra office park b2 on 6-15-2023?,False,False,False,True,False,False,False
1343,"I would like to reserve a parking spot in the Lisbon office park f2 for 9-08-2023, can you help me with that?",False,False,False,True,False,False,False
1344,"Adieu, mon ami!",False,True,False,False,False,False,False
1345,"Just enjoying the company of loved ones, no need for elaborate activities.",False,False,False,False,False,False,True
1346,"Hey, big shot!",True,False,False,False,False,False,False
1347,"I need to book a parking lot in the Guarda office park b1 for 7-30-2023, can you assist me?",False,False,False,True,False,False,False
1348,I need to substitute my Workday IBAN with PT50876543210987654321098.,False,False,True,False,False,False,False
1349,"I need to book a parking lot in the Vila Real office park b2 for 3-21-2023, can you assist me?",False,False,False,True,False,False,False
1350,Just wanted to pop in and let you know I'm here without any particular needs.,False,False,False,False,False,False,True
1351,"I would like to reserve a parking spot in the Porto office park b1 for 7-17-2023, can you assist me?",False,False,False,True,False,False,False
1352,"I need to request time off from June 3rd to June 20th, 2023.",False,False,False,False,False,True,False
1353,"Just taking a moment to appreciate the small joys in life, no need for grand gestures.",False,False,False,False,False,False,True
1354,Can you help me reserve a parking lot in the Lisbon office park l1 on 6-30-2023?,False,False,False,True,False,False,False
1355,Could you please book a parking space for me in the Faro office park f1 on 4-23-2023?,False,False,False,True,False,False,False
1356,"Until we meet again, stay steadfast and farewell.",False,True,False,False,False,False,False
1357,My Workday NIB needs to be updated to PT50184150252243675784579,False,False,True,False,False,False,False
1358,I need to request time off on 26-05-2023 and 27-05-2023.,False,False,False,False,False,True,False
1359,"I'm looking to book a place in the SantarÃ©m office, the room a2, for the dates of 29-06-2023. Can you help me with that?",False,False,False,False,True,False,False
1360,"Hi, cutie!",True,False,False,False,False,False,False
1361,"I need to book a parking lot in the Lisbon office park l1 for 7-22-2023, can you assist me?",False,False,False,True,False,False,False
1362,The melodious tunes of a street musician filled the bustling city square.,False,False,False,False,True,False,False
1363,I would like to request time off on 12-10-2023.,False,False,False,False,False,True,False
1364,"Bye, with a whispered promise of eternal friendship!",False,True,False,False,False,False,False
1365,"Hello, my partner in crime! What mischief shall we embark upon today?",True,False,False,False,False,False,False
1366,Stay safe!,False,True,False,False,False,False,False
1367,Hello! Don't forget to take breaks and recharge throughout the day.,True,False,False,False,False,False,False
1368,How's your day treating you so far?,True,False,False,False,False,False,False
1369,Imagine a world where socks could teleport. How would that change your daily life?,False,False,False,False,False,False,True
1370,Can you please arrange a parking spot for me in the Braga office park b2 on 7-19-2023?,False,False,False,True,False,False,False
1371,I need to request time off on 16-06-2023 and 17-06-2023.,False,False,False,False,False,True,False
1372,"I need to arrange a parking space in the Guarda office park l1 for 4-29-2023, can you assist me?",False,False,False,True,False,False,False
1373,Can you please book a parking lot for me in the Lisbon office park l2 on 4-30-2023?,False,False,False,True,False,False,False
1374,I would like to request time off on 16-11-2023.,False,False,False,False,False,True,False
1375,The excited barks of dogs echoed in the park as they played fetch with their owners.,False,False,False,False,True,False,False
1376,"I need to arrange a parking space in the Vila Real office park l1 for 6-10-2023, can you assist me?",False,False,False,True,False,False,False
1377,"I would like to request time off on June 3, 2023.",False,False,False,False,False,True,False
1378,I want to change my Workday NIB to PT50504410161623293503241.,False,False,True,False,False,False,False
1379,I need to request time off on 8-03-2024 and 9-03-2024.,False,False,False,False,False,True,False
1380,Let's brainstorm creative solutions for reducing plastic waste in our daily lives.,False,False,False,False,False,False,True
1381,"No specific intentions or expectations, simply enjoying the conversation.",False,False,False,False,False,False,True
1382,Good day! May you find inspiration and success in all you do.,True,False,False,False,False,False,False
1383,Can you please arrange a parking spot for me in the Braga office park r1 on 6-08-2023?,False,False,False,True,False,False,False
1384,"Just taking a moment to be present, no need to dwell on the past or future.",False,False,False,False,False,False,True
1385,"Hi! Embrace the challenges as they come, for they lead to growth and transformation.",True,False,False,False,False,False,False
1386,I want to replace my IBAN in Workday with PT50364287392136126625949.,False,False,True,False,False,False,False
1387,My Workday IBAN needs to be changed to PT50432109876543210987654.,False,False,True,False,False,False,False
1388,"I need to reserve a parking spot in the Guarda office park b1, for 5-13-2023, can you assist me?",False,False,False,True,False,False,False
1389,The alluring scent of vanilla filled the air as the baker prepared a batch of cookies.,False,False,False,False,True,False,False
1390,"Can you book me a spot in the Faro office, specifically in room A2, for the week of November 16th,2023?",False,False,False,False,True,False,False
1391,"The first rays of sunlight painted the sky in golden hues, signaling the start of a new day.",False,False,False,False,True,False,False
1392,"Could you assist me in securing a spot in the Braga office, specifically in room A1, on September 19th, 2023?",False,False,False,False,True,False,False
1393,"Hi, stranger! How has life unfolded since we last crossed paths?",True,False,False,False,False,False,False
1394,"Can you help me reserve a spot in the Braga office, particularly in room A1, for July 20th, 2023?",False,False,False,False,True,False,False
1395,I need to change my Workday NIB to PT50890939092663438046053.,False,False,True,False,False,False,False
1396,Can you help me reserve a parking spot in the Lisbon office park f2 on 8-18-2023?,False,False,False,True,False,False,False
1397,"To update my Workday IBAN, I want to set it to PT50234819096193522942324.",False,False,True,False,False,False,False
1398,My Workday IBAN should be changed to PT50716798145796149050791.,False,False,True,False,False,False,False
1399,"I need to arrange a parking space in the Lisbon office park b2 for 7-05-2023, can you assist me?",False,False,False,True,False,False,False
1400,I need to request time off on 29th June 2023.,False,False,False,False,False,True,False
1401,"Can you book me a place in the SetÃºbal office, specifically in room C2, for February 4th, 2024?",False,False,False,False,True,False,False
1402,"No particular agenda or objectives, just here to enjoy the moment and connect.",False,False,False,False,False,False,True
1403,"No specific intentions or motives, just enjoying the interaction.",False,False,False,False,False,False,True
1404,"Nothing particular on my plate right now, just wanted to say hi.",False,False,False,False,False,False,True
1405,"The aroma of blooming flowers filled the air, signaling the arrival of spring.",False,False,False,False,True,False,False
1406,"I need to book a parking lot in the Leiria office park l2 for 7-08-2023, can you assist me?",False,False,False,True,False,False,False
1407,The crackling applause filled the theater after an outstanding performance by the actors.,False,False,False,False,True,False,False
1408,I would like to request time off on 26-10-2023.,False,False,False,False,False,True,False
1409,I want to set my Workday NIB as PT50321898880456612199192.,False,False,True,False,False,False,False
1410,"Not seeking any specific advice or guidance, just wanted to reach out and connect.",False,False,False,False,False,False,True
1411,"Not seeking any specific advice or guidance, just here to connect.",False,False,False,False,False,False,True
1412,Could you please book a parking space for me in the Faro office park f1 on 8-22-2023?,False,False,False,True,False,False,False
1413,The sweet taste of ripe strawberries delighted the taste buds of those enjoying a summer picnic.,False,False,False,False,True,False,False
1414,"I would like to reserve a parking spot in the Vila Real office park f1 for 6-18-2023, can you help me with that?",False,False,False,True,False,False,False
1415,"Can you help me reserve a office, the room in the Vila Real office, the room b1 on October 30th, 2023?",False,False,False,False,True,False,False
1416,"I would like to reserve a parking spot in the Lisbon office park l1 for 5-07-2023, can you help me with that?",False,False,False,True,False,False,False
1417,"Not in the mood for anything specific, just going with the flow.",False,False,False,False,False,False,True
1418,"It's time to bid you adieu, my",False,True,False,False,False,False,False
1419,"Can you book me a place in the Leiria office, the room a2, for the dates of 19-12-2023?",False,False,False,False,True,False,False
1420,"Not seeking any specific titles or labels, finding identity in authenticity.",False,False,False,False,False,False,True
1421,My Workday NIB needs to be altered to PT50648092777335437925197.,False,False,True,False,False,False,False
1422,I need to request time off from 5-07-2023 to 9-07-2023.,False,False,False,False,False,True,False
1423,The laughter of children echoed through the amusement park as they enjoyed the rides.,False,False,False,False,True,False,False
1424,"Welcome, my partner in innovation! Any groundbreaking ideas brewing in your mind?",True,False,False,False,False,False,False
1425,My Workday IBAN should be changed to PT50555130506186019166237.,False,False,True,False,False,False,False
1426,"Could you assist me in reserving a spot in the Braga office, particularly in room A1, from September 15th to 19th, 2023?",False,False,False,False,True,False,False
1427,Hi! How's the weather in your part of the world?,True,False,False,False,False,False,False
1428,I would like to request time off from 2023/06/03 to 2023/06/20.,False,False,False,False,False,True,False
1429,"G'day, mate!",True,False,False,False,False,False,False
1430,"Welcome back, my fellow explorer of the cosmos! Any celestial wonders you've marveled at recently?",True,False,False,False,False,False,False
1431,Can you help me book a parking lot in the Lisbon office park l1 on 3-16-2023?,False,False,False,True,False,False,False
1432,"Hello! Wishing you a day filled with success, happiness, and blessings.",True,False,False,False,False,False,False
1433,"I'm just here to have a casual chat, without any specific agenda.",False,False,False,False,False,False,True
1434,Could you please book a parking space for me in the Faro office park r1 on 8-02-2023?,False,False,False,True,False,False,False
1435,Wishing you a bright and prosperous future. Goodbye for now!,False,True,False,False,False,False,False
1436,Hi there! Don't forget to find joy in the simple things today.,True,False,False,False,False,False,False
1437,"Yo, what's up? It's good to catch up with you!",True,False,False,False,False,False,False
1438,"I need to book a office, the room in the Funchal office, the room c2, for the week of 7-09-2023.",False,False,False,False,True,False,False
1439,Can you help me book a parking lot in the Coimbra office park f2 on 8-15-2023?,False,False,False,True,False,False,False
1440,"Hello, my dear companion of the arts! What masterpieces have touched your soul?",True,False,False,False,False,False,False
1441,Could you please arrange a parking space for me in the Vila Real office park b2 on 4-26-2023?,False,False,False,True,False,False,False
1442,I need to request time off on 4-07-2024.,False,False,False,False,False,True,False
1443,The charming old bookstore was filled with the musty scent of antique books.,False,False,False,False,True,False,False
1444,"Hi, my dear champion of positivity! How have you been spreading joy and optimism?",True,False,False,False,False,False,False
1445,Good day! I trust you're doing well.,True,False,False,False,False,False,False
1446,"I would like to reserve a parking spot in the Porto office park r2 for 7-27-2023, can you assist me?",False,False,False,True,False,False,False
1447,I would like to request time off on 30-11-2023.,False,False,False,False,False,True,False
1448,I wish to modify the NIB in Workday to PT50114843998736992451055.,False,False,True,False,False,False,False
1449,I would like to request time off from 16-08-2023 to 20-08-2023.,False,False,False,False,False,True,False
1450,"Farewell, my comrade. May your journey be filled with triumphs.",False,True,False,False,False,False,False
1451,Can you help me reserve a parking spot in the Lisbon office park f1 on 8-12-2023?,False,False,False,True,False,False,False
1452,"I'm looking to book a spot in the Porto office, specifically in room B2, for September 5th, 2023.",False,False,False,False,True,False,False
1453,I need to request time off from 31-05-2023 to 4-06-2023.,False,False,False,False,False,True,False
1454,Hi! Let's make this day a great one together.,True,False,False,False,False,False,False
1455,I require my Workday IBAN to be changed to PT50371372253321444736225.,False,False,True,False,False,False,False
1456,I want to replace my IBAN in Workday with PT50532032514839475618177.,False,False,True,False,False,False,False
1457,"Not seeking any specific approvals, finding confidence in self-acceptance.",False,False,False,False,False,False,True
1458,"Just wanted to sayhello and have a pleasant conversation, no specific topics in mind.",False,False,False,False,False,False,True
1459,I would like to reserve a parking spot in the Porto office park f1 for 5-02-2023. Can you assist me?,False,False,False,True,False,False,False
1460,"No specific preferences for the weather, embracing whatever nature brings.",False,False,False,False,False,False,True
1461,I need to change my Workday NIB to PT50881966681439272189696,False,False,True,False,False,False,False
1462,"If you had a personal theme song that played every time you entered a room, what would it sound like?",False,False,False,False,False,False,True
1463,I would like to request time off from 19-07-2023 to 23-07-2023.,False,False,False,False,False,True,False
1464,Could you please book a parking space for me in the Faro office park l1 on 6-02-2023?,False,False,False,True,False,False,False
